bvid,page,title,author,tags,category,play_count,regex_content_type,regex_is_game,regex_is_cover,regex_rule,suspicious_reason
BV1dKXNBMEL3,1,【オリジナルMV】アスノヨゾラ哨戒班/Orangestar【Covered by 夢咲みう】,Blessing115,"夢咲みう,VTuber,Orangestar,cover,アスノヨゾラ哨戒班,日语翻唱,IA,歌ってみた",翻唱,416,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='アスノヨゾラ哨戒班/Orangestar')，需LLM确认
BV1uFX4BXE3P,1,【音频可视化/IA/Orangestar/音乐推荐】Orangestar (蜜柑星P) - Ifの世界設定,Cloud-in-冷凍庫,"全能音乐挑战赛,术力口,Orangestar,音频可视化,音频,音乐推荐,IA",音乐综合,251,ia_related,False,False,nonsong_mixed:推荐,标题含'推荐'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1BnX4BMEga,1,好看吧，我呛了四口海水拍出来的,六价Mo璃子,"IA,为什么有点奇怪呢是我后面不会画摆了,画师热点情报站,無題,guiano,oc,自设,绘画过程,画画,海",日常,387,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='好看吧，我呛了四口海水拍出来的')，需LLM确认
BV1V2XWB9EhB,1,(test #17)［草鞋TV］小邪刚过完生日就被迫和小牛不紧不慢不快不慢的ouz ia,khromium,"Evil Neuro,Neuro-sama,Neuro,虚拟主播",音乐综合,896,ia_related,False,False,fallback,无任何明确信号，默认归为ia_related
BV1B5XsBeEiw,1,iA研究的Ai不认识SCBOY 只知道CSBOY！,不打螺丝的卡洛斯,"黄旭东,整点电子榨菜,CSBOY,瞧尔萨斯,scboy,IA,孙一峰,星际争霸2",网络游戏,2733,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='iA研究的Ai不认识SCBOY 只知道CSBOY！')，需LLM确认
BV1GoXEBrE21,1,ia78mDJ55x,晨羊夏洛特,绝区零UP主激励计划,音MAD,2601,ia_related,False,False,fallback,无任何明确信号，默认归为ia_related
BV1rFXEBSEiN,1,俩小孩能犯多大的错呢,笔仙HUA,"臭企鹅,白子,菲比,IA,AI",日常,212,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='俩小孩能犯多大的错呢')，需LLM确认
BV1p1QUBqExB,1,ia的emoji,我爱睡觉zzz茜,"Cosplay,IA,日常",舞蹈综合,362,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='ia的emoji')，需LLM确认
BV1ugQSBnEVy,1,什么！？你还没有在用IA动态表情包吗！？,孽虚烟呀,"EmoteLab,表情包,CEVIO,IA,VOCALOID",动画综合,3058,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='什么！？你还没有在用IA动态表情包吗！？')，需LLM确认
BV1TZQBBSEbo,1,IA - 造星者  【绘画过程】,松江CC,"IA,画师热点情报站,IA小天使OFFICIAL,伊爱,术力口,虚拟歌姬,绘画过程,VOCALOID",绘画,532,ia_related,False,False,nonsong_mixed:绘画,标题含'绘画'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1qhQfBoEir,1,我只想看到你的笑颜。,飘散零落与残缺,IA,绘画,412,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='我只想看到你的笑颜。')，需LLM确认
BV1byQRBaEbx,1,【CeVIO剧场】半价活动,Il--lI,"CeVIO,VOICEROID,结月缘,IA",同人·手书,1229,ia_related,False,False,nonsong_mixed:剧场,标题含'剧场'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1auQQBfE9J,1,【MMFC12/淘汰】黒い涙と護るべき命と SSS+ FC,盐渍芋头头,"MMFC12,神之天平,maimai,自制谱,IA",日常,231,ia_music,True,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='黒い涙と護るべき命と SSS+ FC')，需LLM确认
